keyphrase	tfidf	cuewords	localspan	cscore	dispersion	keyword
left most node	0.0	0.0	0.0	1.58496250072	0.0000000000	False
node or left	0.00328828695399	0.0	0.0	1.58496250072	0.0000000000	False
leaf okay lets	0.00328828695399	0.0	0.0	1.58496250072	0.0000000000	False
tree so lets	0.00328828695399	0.0	0.0	0.0	0.0000000000	False
ordered dictionaries	0.0153453391186	1.0	6.98969072165	6.0	0.2888888889	True
binary search	0.0260930872148	1.0	15.9661266568	22.0	0.3066037736	False
search trees	0.0124210989036	0.0	5.9852724595	8.0	0.3148788927	False
simplest ways	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
dictionary functionality	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
recall dictionary	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
key elements	0.00356602702024	0.0	0.0	1.0	0.0000000000	False
elements pairs	0.00178301351012	0.0	0.0	0.0	0.0000000000	False
minimum key	0.00438438260532	0.0	0.0	1.0	0.0000000000	False
predecessor successor	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
total order	0.0106980810607	0.0	6.9911634757	5.0	0.3939393939	False
ordering relation	0.00876876521064	0.0	5.9941089838	3.0	0.4561403509	False
relation keys	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
function predecessor	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
predecessor taking	0.00438438260532	0.0	0.0	1.0	0.0000000000	False
dictionary right	0.0	0.0	0.0	1.0	0.0000000000	False
precedes key	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
similarly successor	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
successor function	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
list kind	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
data structure	0.000725304260281	0.0	0.0	0.0	0.0000000000	False
unordered list	0.00178301351012	0.0	0.0	1.0	0.0000000000	False
constant amount	0.00154365984536	0.0	0.0	0.0	0.0000000000	False
worst case	0.000895128388057	0.0	0.0	1.0	0.0000000000	False
entire list	0.00308731969072	0.0	0.0	1.0	0.0000000000	False
entire elements	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
dictionary successor	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
relation assuming	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
smallest key	0.00438438260532	0.0	0.0	1.0	0.0000000000	False
key fourteen	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
key larger	0.00876876521064	0.0	3.9941089838	3.0	0.3714285714	False
eighteen twenty	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
largest key	0.00178301351012	0.0	0.0	1.0	0.0000000000	False
key twelve	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
entire thing	0.00155333741902	0.0	0.0	1.0	0.0000000000	False
inefficient implementation	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
ordered list	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
hand lets	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
minimum takes	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
pointer reference	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
takes constant	0.00248421978072	0.0	2.99558173785	2.0	0.0000000000	False
correction position	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
searching takes	0.00178301351012	0.0	0.0	1.0	0.0000000000	False
array searching	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
right place	0.0	0.0	0.0	0.0	0.0000000000	False
takes lot	0.00178301351012	0.0	0.0	1.0	0.0000000000	False
remember binary	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
middle element	0.00178301351012	0.0	0.0	0.0	0.0000000000	False
element twenty	0.00178301351012	0.0	0.0	0.0	0.0000000000	False
right twenty	0.0	0.0	0.0	0.0	0.0000000000	False
array location	0.00438438260532	0.0	0.0	2.0	0.0000000000	False
point make	0.00178301351012	0.0	0.0	1.0	0.0000000000	False
comparison size	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
search halves	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
order log	0.00137383571758	0.0	0.0	1.0	0.0000000000	False
recall insertion	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
interesting right	0.0	0.0	0.0	1.0	0.0000000000	False
search binary	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
binary tree	0.00482328962522	0.0	5.99263622975	4.0	0.4140127389	True
search property	0.0178301351012	0.0	7.9852724595	9.0	0.3095238095	False
right recall	0.0	0.0	0.0	1.0	0.0000000000	False
tree binary	0.00154365984536	0.0	0.0	0.0	0.0000000000	False
children means	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
leaf node	0.00113448205282	0.0	0.0	1.0	0.0000000000	False
left sub	0.0	0.0	10.9779086892	11.0	0.3356282272	False
sub tree	0.0	0.0	18.9587628866	24.0	0.2420212766	False
right sub	0.0	0.0	7.98085419735	6.0	0.2888888889	False
property holds	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
root node	0.0062105494518	0.0	7.99263622975	4.0	0.2490421456	True
key value	0.0	0.0	0.0	1.0	0.0000000000	False
tree larger	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
satisfies property	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
property equals	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
binary satisfy	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
unique right	0.0	0.0	0.0	1.0	0.0000000000	False
unique key	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
order names	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
geographic order	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
alphabetic order	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
complicate matters	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
assume keys	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
entire discussion	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
duplicate key	0.00438438260532	0.0	0.0	2.0	0.0000000000	False
key setting	0.00178301351012	0.0	0.0	1.0	0.0000000000	False
property keys	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
right keys	0.0	0.0	0.0	1.0	0.0000000000	False
element key	0.00178301351012	0.0	0.0	0.0	0.0000000000	False
compare key	0.00178301351012	0.0	0.0	1.0	0.0000000000	False
wee compare	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
left child	0.0062105494518	0.0	4.99263622975	4.0	0.3551912568	False
search procedure	0.00178301351012	0.0	0.0	0.0	0.0000000000	False
procedure binary	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
recursive procedure	0.00308731969072	0.0	0.0	2.0	0.0000000000	False
iterative procedure	0.00178301351012	0.0	0.0	1.0	0.0000000000	False
equals nil	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
root empty	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
empty tree	0.00438438260532	0.0	0.0	1.0	0.0000000000	True
recursively search	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
pseudo code	0.00248421978072	0.0	0.0	1.0	0.0000000000	False
good lets	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
iterative version	0.00657657390798	0.0	3.99558173785	2.0	0.0000000000	False
recursive calls	0.00154365984536	0.0	0.0	0.0	0.0000000000	False
current node	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
dot left	0.00178301351012	0.0	0.0	0.0	0.0000000000	False
node pointing	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
modified right	0.0	0.0	0.0	1.0	0.0000000000	False
children node	0.00178301351012	0.0	0.0	0.0	0.0000000000	False
node child	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
child nodes	0.00178301351012	0.0	0.0	0.0	0.0000000000	False
right child	0.0	0.0	0.0	1.0	0.0000000000	False
loop executed	0.00178301351012	0.0	0.0	0.0	0.0000000000	False
maximum number	0.00248421978072	0.0	0.0	1.0	0.0000000000	False
tree order	0.00178301351012	0.0	0.0	0.0	0.0000000000	False
minimum element	0.00438438260532	0.0	0.0	1.0	0.0000000000	False
tree left	0.00154365984536	0.0	0.0	0.0	0.0000000000	False
leaf left	0.00219219130266	0.0	0.0	0.0	0.0000000000	False
wrong suppose	0.00219219130266	0.0	0.0	1.0	0.0000000000	False
today	0.0	0.0	0.0	0.0	0.0000000000	False
class	8.25220962866e-05	0.0	0.0	0.0	0.0000000000	False
talking	0.000103327315237	0.0	0.0	0.0	0.3839662447	False
ordered	0.000874690192485	0.0	0.0	0.0	0.1911764706	False
dictionaries	0.00886961410863	1.0	0.0	0.0	0.2243654822	True
noise	0.00476735384838	0.0	0.0	0.0	0.0000000000	False
binary	0.00658348864776	0.0	0.0	0.0	0.2321428571	False
search	0.0163703068261	0.0	0.0	0.0	0.3549282739	False
trees	0.02574830124	0.0	0.0	0.0	0.2077134986	False
simplest	0.000776668709508	0.0	0.0	0.0	0.0000000000	False
ways	0.000204413362879	0.0	0.0	0.0	0.5064935065	False
implementing	0.00118485766644	0.0	0.0	0.0	0.6500000000	False
essentially	0.000128137252207	0.0	0.0	0.0	0.0000000000	False
functionality	0.000165771731483	0.0	0.0	0.0	0.0000000000	False
right	0.0	0.0	0.0	0.0	0.4698795181	False
recall	0.00129923070048	0.0	0.0	0.0	0.4561403509	False
key	0.0139912584898	0.0	0.0	0.0	0.2164906580	False
elements	0.00363545437904	0.0	0.0	0.0	0.3084745763	False
pairs	0.000339026773684	0.0	0.0	0.0	0.0000000000	False
insert	0.00290121704112	0.0	0.0	0.0	0.1947565543	False
delete	0.00358051355223	0.0	0.0	0.0	0.4684684685	False
notion	0.000341250207069	0.0	0.0	0.0	0.0000000000	False
minimum	0.00217591278084	0.0	0.0	0.0	0.3132530120	False
maximum	0.000847508610567	0.0	0.0	0.0	0.4561403509	False
predecessor	0.00480842501154	0.0	0.0	0.0	0.3839662447	False
successor	0.0075560964467	0.0	0.0	0.0	0.2355848435	False
means	2.91530254904e-05	0.0	0.0	0.0	0.5909090909	False
kind	0.000151496685449	0.0	0.0	0.0	0.4561403509	False
total	0.00102375062121	0.0	0.0	0.0	0.3939393939	False
hashing	0.000686917858791	1.0	0.0	0.0	0.0000000000	True
operation	0.00010220668144	0.0	0.0	0.0	0.0000000000	False
compare	0.00178073529918	0.0	0.0	0.0	0.3482142857	False
equality	0.000817653451518	0.0	0.0	0.0	0.4193548387	False
two	0.0	0.0	0.0	0.0	0.3757225434	False
decide	0.000584056956123	0.0	0.0	0.0	0.3714285714	False
excepting	0.000447564194028	0.0	0.0	0.0	0.0000000000	False
out	0.0	0.0	0.0	0.0	0.3786407767	False
assume	0.000562821069258	0.0	0.0	0.0	0.4961832061	False
relation	0.000789905110957	0.0	0.0	0.0	0.4561403509	False
larger	0.00248224206352	0.0	0.0	0.0	0.3283803863	False
parameters	0.000592428833218	0.0	0.0	0.0	0.0000000000	False
shown	0.000474189701614	0.0	0.0	0.0	0.0000000000	False
taking	0.000585209359869	0.0	0.0	0.0	0.2255707763	False
give	2.18647691178e-05	0.0	0.0	0.0	0.0000000000	False
precedes	0.00104348401278	0.0	0.0	0.0	0.0000000000	False
hindi	0.00289397377513	0.0	0.0	0.0	0.5342465753	False
lies	0.000242975297759	0.0	0.0	0.0	0.0000000000	False
field	0.00062105494518	0.0	0.0	0.0	0.0000000000	False
part	1.47610450338e-05	0.0	0.0	0.0	0.0000000000	False
data	0.000165044192573	0.0	0.0	0.0	0.0000000000	False
things	0.0	0.0	0.0	0.0	0.4561403509	False
similarly	0.000276600960781	0.0	0.0	0.0	0.0000000000	False
trivals	0.00089150675506	0.0	0.0	0.0	0.0000000000	False
cases	0.0	0.0	0.0	0.0	0.0000000000	False
list	0.00128621820939	0.0	0.0	0.0	0.3460076046	False
structure	0.000134437877415	0.0	0.0	0.0	0.0000000000	False
unordered	0.00178301351012	0.0	0.0	0.0	0.0000000000	False
constant	0.00118485766644	0.0	0.0	0.0	0.2826086957	False
amount	0.000211877152642	0.0	0.0	0.0	0.0000000000	False
worst	0.000447564194028	0.0	0.0	0.0	0.0000000000	False
entire	0.00049513257772	0.0	0.0	0.0	0.4534883721	False
found	0.000454033699845	0.0	0.0	0.0	0.0000000000	False
first	0.0	0.0	0.0	0.0	0.0000000000	False
suppose	0.000512549008826	0.0	0.0	0.0	0.4312796209	False
twelve	0.0043409606627	0.0	0.0	0.0	0.1192660550	False
twenty	0.00290121704112	0.0	0.0	0.0	0.1857142857	False
fourteen	0.00124210989036	0.0	0.0	0.0	0.0000000000	False
integers	0.000317153110121	0.0	0.0	0.0	0.0000000000	False
smallest	0.000593578433059	0.0	0.0	0.0	0.0000000000	False
eighteen	0.000686917858791	0.0	0.0	0.0	0.0000000000	False
thirty	0.000388334354754	0.0	0.0	0.0	0.0000000000	False
four	0.0	0.0	0.0	0.0	0.0000000000	False
largest	0.000416466048911	0.0	0.0	0.0	0.0000000000	False
run	0.000320343130516	0.0	0.0	0.0	0.3551912568	False
find	0.000272694033808	0.0	0.0	0.0	0.2751322751	False
min	0.000317153110121	0.0	0.0	0.0	0.0000000000	False
max	0.00052174200639	0.0	0.0	0.0	0.0000000000	False
fairly	0.000134437877415	0.0	0.0	0.0	0.0000000000	False
inefficient	0.000771829922679	0.0	0.0	0.0	0.0000000000	False
hand	0.000112564213852	0.0	0.0	0.0	0.0000000000	False
lets	0.00123298465378	0.0	0.0	0.0	0.4814814815	False
organize	0.000317153110121	0.0	0.0	0.0	0.0000000000	False
pointer	0.000416466048911	0.0	0.0	0.0	0.0000000000	False
reference	0.00107550301932	0.0	0.0	0.0	0.3190184049	False
end	6.05986741795e-05	0.0	0.0	0.0	0.0000000000	False
node	0.0120518181846	0.0	0.0	0.0	0.1734654975	False
depends	6.40686261033e-05	0.0	0.0	0.0	0.0000000000	False
asked	0.000317153110121	0.0	0.0	0.0	0.0000000000	False
throw	0.000362652130141	0.0	0.0	0.0	0.0000000000	False
reach	0.000555480132506	0.0	0.0	0.0	0.0000000000	False
gave	0.000416466048911	0.0	0.0	0.0	0.0000000000	False
compute	3.838640149e-05	0.0	0.0	0.0	0.0000000000	False
times	0.0	0.0	0.0	0.0	0.1969696970	False
correction	0.000183745458485	0.0	0.0	0.0	0.0000000000	False
position	0.00010220668144	0.0	0.0	0.0	0.0000000000	False
array	0.00148394608265	0.0	0.0	0.0	0.3110047847	False
improve	0.000447564194028	0.0	0.0	0.0	0.0000000000	False
this6.31	0.00109609565133	0.0	0.0	0.0	0.0000000000	False
put	0.000280207801443	0.0	0.0	0.0	0.4561403509	False
logarithmic	0.00137383571758	0.0	0.0	0.0	0.0000000000	False
log	0.000681050549768	0.0	0.0	0.0	0.0000000000	False
place	0.000146014239031	0.0	0.0	0.0	0.0000000000	False
shift	0.00104348401278	0.0	0.0	0.0	0.0000000000	False
lot	0.00010220668144	0.0	0.0	0.0	0.0000000000	False
left	0.00359581249015	0.0	0.0	0.0	0.3060941828	False
recap	0.000388334354754	0.0	0.0	0.0	0.0000000000	False
remember	0.00010220668144	0.0	0.0	0.0	0.0000000000	False
middle	0.000416466048911	0.0	0.0	0.0	0.0000000000	False
smaller	0.000734981833939	0.0	0.0	0.0	0.4561403509	False
manner	0.000242975297759	0.0	0.0	0.0	0.0000000000	False
eventually	0.000485950595518	0.0	0.0	0.0	0.0000000000	False
location	0.000485950595518	0.0	0.0	0.0	0.0000000000	False
inch	0.00089150675506	0.0	0.0	0.0	0.0000000000	False
number	3.6441281863e-05	0.0	0.0	0.0	0.3714285714	False
comparisons	0.000776668709508	0.0	0.0	0.0	0.0000000000	False
process	8.25220962866e-05	0.0	0.0	0.0	0.0000000000	False
point	4.37295382356e-05	0.0	0.0	0.0	0.2582781457	False
make	5.90441801354e-05	0.0	0.0	0.0	0.3132530120	False
size	0.000146014239031	0.0	0.0	0.0	0.0000000000	False
halves	0.00137383571758	0.0	0.0	0.0	0.0000000000	False
questions	0.000151496685449	0.0	0.0	0.0	0.3551912568	False
trivial	0.00104348401278	1.0	0.0	0.0	0.0000000000	False
adopt	0.000686917858791	0.0	0.0	0.0	0.0000000000	False
interesting	0.00026887575483	0.0	0.0	0.0	0.0000000000	False
property	0.00161325452898	0.0	0.0	0.0	0.2184873950	False
children	0.00226896410564	0.0	0.0	0.0	0.3132530120	False
child	0.00469567805751	0.0	0.0	0.0	0.3492537313	False
leaf	0.00208696802556	0.0	0.0	0.0	0.5200000000	False
discussion	0.000403313632246	0.0	0.0	0.0	0.0000000000	False
written	0.000292028478061	0.0	0.0	0.0	0.0000000000	False
sub	0.0	0.0	0.0	0.0	0.2420212766	False
holds	0.000227016849923	0.0	0.0	0.0	0.0000000000	False
root	0.00507444976193	0.0	0.0	0.0	0.2744063325	False
basically	6.05986741795e-05	0.0	0.0	0.0	0.0000000000	False
value	0.0	0.0	0.0	0.0	0.0000000000	False
satisfies	0.000951459330362	0.0	0.0	0.0	0.0000000000	False
clear	0.000292028478061	0.0	0.0	0.0	0.0000000000	False
set	0.000156995675574	0.0	0.0	0.0	0.2888888889	False
stored	0.000242975297759	0.0	0.0	0.0	0.0000000000	False
couple	0.000317153110121	0.0	0.0	0.0	0.0000000000	False
features	0.000183745458485	0.0	0.0	0.0	0.0000000000	False
nt	0.0	0.0	0.0	0.0	0.0000000000	False
happen	0.000146302339967	0.0	0.0	0.0	0.0000000000	False
unique	0.00208696802556	0.0	0.0	0.0	0.3714285714	False
student	0.000227016849923	0.0	0.0	0.0	0.0000000000	False
define	0.0	0.0	0.0	0.0	0.0000000000	False
names	0.000725304260281	0.0	0.0	0.0	0.2131147541	False
geographic	0.000771829922679	0.0	0.0	0.0	0.0000000000	False
alphabetic	0.00052174200639	0.0	0.0	0.0	0.0000000000	False
easily	0.000277740066253	0.0	0.0	0.0	0.0000000000	False
problem	2.95220900677e-05	0.0	0.0	0.0	0.0000000000	False
permitting	0.00056724102641	0.0	0.0	0.0	0.0000000000	False
rest	0.000259846140097	0.0	0.0	0.0	0.0000000000	False
necessarily	0.000277740066253	0.0	0.0	0.0	0.0000000000	False
complicate	0.000227016849923	0.0	0.0	0.0	0.0000000000	False
matters	0.000197476277739	0.0	0.0	0.0	0.0000000000	False
duplicate	0.00178301351012	0.0	0.0	0.0	0.0000000000	False
handle	0.000388334354754	0.0	0.0	0.0	0.0000000000	False
show	0.000128137252207	0.0	0.0	0.0	0.0000000000	False
eleven	0.00469567805751	0.0	0.0	0.0	0.1192660550	False
wee	0.00154365984536	0.0	0.0	0.0	0.0000000000	False
ten	0.000730071195154	0.0	0.0	0.0	0.3132530120	False
null	0.000416466048911	0.0	0.0	0.0	0.0000000000	False
guy	0.000779538420291	0.0	0.0	0.0	0.0000000000	False
good	0.000110514487655	0.0	0.0	0.0	0.0000000000	False
write	4.67013002405e-05	0.0	0.0	0.0	0.0000000000	False
procedure	0.00194380238207	0.0	0.0	0.0	0.2888888889	False
recursive	0.00192931585009	0.0	0.0	0.0	0.3714285714	False
iterative	0.00126861244048	0.0	0.0	0.0	0.4561403509	False
understand	7.677280298e-05	0.0	0.0	0.0	0.0000000000	False
nil	0.00178301351012	0.0	0.0	0.0	0.0000000000	False
empty	0.000634306220241	0.0	0.0	0.0	0.0000000000	False
forget	0.000416466048911	0.0	0.0	0.0	0.0000000000	False
return	0.000259846140097	0.0	0.0	0.0	0.0000000000	False
pseudo	0.000964657925044	0.0	0.0	0.0	0.0000000000	False
code	0.000551236375454	0.0	0.0	0.0	0.0000000000	False
begin	0.000158063233871	0.0	0.0	0.0	0.0000000000	False
version	0.000833220198758	0.0	0.0	0.0	0.0000000000	False
calls	1.45765127452e-05	0.0	0.0	0.0	0.4961832061	False
matching	0.00052174200639	0.0	0.0	0.0	0.0000000000	False
start	0.0	0.0	0.0	0.0	0.0000000000	False
current	0.000317153110121	0.0	0.0	0.0	0.0000000000	False
differently	1.47610450338e-05	0.0	0.0	0.0	0.0000000000	False
continuing	0.000204413362879	0.0	0.0	0.0	0.0000000000	False
dot	0.000277740066253	0.0	0.0	0.0	0.0000000000	False
step	6.40686261033e-05	0.0	0.0	0.0	0.0000000000	False
modified	0.000519692280194	0.0	0.0	0.0	0.0000000000	False
board	0.000317153110121	0.0	0.0	0.0	0.0000000000	False
loop	0.00108795639042	0.0	0.0	0.0	0.0000000000	False
level	0.00136500082828	0.0	0.0	0.0	0.1192660550	False
executed	0.000388334354754	0.0	0.0	0.0	0.0000000000	False
height	0.00310667483803	0.0	0.0	0.0	0.2653061224	False
simple	5.52572438277e-05	0.0	0.0	0.0	0.0000000000	False
large	0.000306620044319	0.0	0.0	0.0	0.0000000000	False
situations	0.000317153110121	0.0	0.0	0.0	0.0000000000	False
note	0.000146014239031	0.0	0.0	0.0	0.0000000000	False
wrong	0.00029678921653	0.0	0.0	0.0	0.0000000000	False
thirteen	0.00052174200639	0.0	0.0	0.0	0.0000000000	False
v.srinivasa rajkumar educational technology	0.0	0.0	0.0	2.0	0.0000000000	False
rajkumar educational technology i.i.t.delhi	0.0	0.0	0.0	2.0	0.0000000000	False
educational technology i.i.t.delhi presents	0.0	0.0	0.0	2.0	0.0000000000	False
i.i.t.delhi presents a video	0.0	0.0	0.0	2.0	0.0000000000	False
video course on programming	0.0	0.0	0.0	2.0	0.0000000000	False
languages by dr.s.arun kumar	0.0	0.0	0.0	2.0	0.0000000000	False
today we will continue	0.0	0.0	0.0	2.0	0.0000000000	False
grammar on last lecture	0.0	0.0	0.0	2.0	0.0000000000	False
symbols or grammatical categories	0.0	0.0	0.0	2.0	0.0000000000	False
set of terminal symbols	0.0	0.0	2.99261311173	16.0	0.3793103448	False
symbols which usually constitutes	0.0	0.0	0.0	2.0	0.0000000000	False
vocabulary of programming language	0.0	0.0	0.0	2.0	0.0000000000	False
finite collection of formation	0.0	0.0	0.0	2.0	0.0000000000	False
collection of formation rules	0.0	0.0	0.0	2.0	0.0000000000	False
formation rules or productions	0.0	0.0	0.0	2.0	0.0000000000	False
replacement and a start	0.0	0.0	0.0	2.0	0.0000000000	False
symbol which really signifies	0.0	0.0	0.0	2.0	0.0000000000	False
signifies the grammatical category	0.0	0.0	0.0	2.0	0.0000000000	False
category called a sentence	0.0	0.0	0.0	2.0	0.0000000000	False
sentence of the language	0.0	0.0	0.0	4.0	0.0000000000	False
language of a language	0.0	0.0	0.0	2.0	0.0000000000	False
generation of boolean expression	0.0	0.0	0.0	2.0	0.0000000000	False
set of non terminals	0.0	0.0	2.9972299169	6.0	0.0000000000	False
essentially the and expressions	0.0	0.0	0.0	2.0	0.0000000000	False
expressions the v stands	0.0	0.0	0.0	2.0	0.0000000000	False
stands for or expressions	0.0	0.0	0.0	2.0	0.0000000000	False
expressions the c stand	0.0	0.0	0.0	2.0	0.0000000000	False
stand for conditional exp	0.0	0.0	0.0	2.0	0.0000000000	False
conditional exp um complement	0.0	0.0	0.0	2.0	0.0000000000	False
exp um complement expressions	0.0	0.0	0.0	2.0	0.0000000000	False
symbol the terminal set	0.0	0.0	0.0	2.0	0.0000000000	False
open and close parenthesis	0.0	0.0	0.0	2.0	0.0000000000	False
parenthesis and the connectives	0.0	0.0	0.0	2.0	0.0000000000	False
black for terminal symbols	0.0	0.0	0.0	2.0	0.0000000000	False
categories are a level	0.0	0.0	0.0	2.0	0.0000000000	False
green um light green	0.0	0.0	0.0	2.0	0.0000000000	False
green for some things	0.0	0.0	0.0	2.0	0.0000000000	False
string of terminal symbols	0.0	0.0	0.0	2.0	0.0000000000	False
symbols can be generated	0.0	0.0	0.0	2.0	0.0000000000	False
generated from this grammar	0.0	0.0	0.0	2.0	0.0000000000	False
cases i have circled	0.0	0.0	0.0	2.0	0.0000000000	False
number of other sentences	0.0	0.0	0.0	4.0	0.0000000000	False
sentences you will generate	0.0	0.0	0.0	2.0	0.0000000000	False
generate a large number	0.0	0.0	0.0	2.0	0.0000000000	False
case of this grammar	0.0	0.0	0.0	2.0	0.0000000000	False
generate an infinite set	0.0	0.0	0.0	2.0	0.0000000000	False
infinite set of sentences	0.0	0.0	0.0	2.0	0.0000000000	False
set a large part	0.0	0.0	0.0	2.0	0.0000000000	False
large part of computer	0.0	0.0	0.0	2.0	0.0000000000	False
part of computer science	0.0	0.0	0.0	2.0	0.0000000000	False
science mathematics and logic	0.0	0.0	0.0	2.0	0.0000000000	False
terminals and the set	0.0	0.0	0.0	2.0	0.0000000000	False
symbols should be disjoint	0.0	0.0	0.0	2.0	0.0000000000	False
binary relation from non	0.0	0.0	0.0	2.0	0.0000000000	False
terminal symbols to strings	0.0	0.0	0.0	2.0	0.0000000000	False
right so the replacement	0.0	0.0	0.0	2.0	0.0000000000	False
terminal symbol and replace	0.0	0.0	0.0	2.0	0.0000000000	False
replace that this set	0.0	0.0	0.0	2.0	0.0000000000	False
generated from this set	0.0	0.0	0.0	2.0	0.0000000000	False
general for any set	0.0	0.0	0.0	2.0	0.0000000000	False
set a a star	0.0	0.0	0.0	2.0	0.0000000000	False
star is the set	0.0	0.0	0.0	2.0	0.0000000000	False
strings of finite length	0.0	0.0	0.0	4.0	0.0000000000	False
letter epsilon to denote	0.0	0.0	0.0	2.0	0.0000000000	False
set of all non	0.0	0.0	5.9972299169	6.0	0.0000000000	False
non empty strings generated	0.0	0.0	0.0	2.0	0.0000000000	False
string of zero length	0.0	0.0	0.0	2.0	0.0000000000	False
equal to a star	0.0	0.0	0.0	2.0	0.0000000000	False
star with epsilon removed	0.0	0.0	0.0	2.0	0.0000000000	False
side of the arrow	0.0	0.0	0.0	2.0	0.0000000000	False
single non terminal symbol	0.0	0.0	0.0	2.0	0.0000000000	False
terminals and non terminals	0.0	0.0	5.99630655586	8.0	0.4313725490	False
grammar right a context	0.0	0.0	0.0	2.0	0.0000000000	False
sensitive grammar has production	0.0	0.0	0.0	2.0	0.0000000000	False
grammar has production rules	0.0	0.0	0.0	2.0	0.0000000000	False
symbols you are allowed	0.0	0.0	0.0	2.0	0.0000000000	False
string of non terminals	0.0	0.0	4.9972299169	6.0	0.0000000000	False
assume we are choosing	0.0	0.0	0.0	2.0	0.0000000000	False
choosing this arbitrary string	0.0	0.0	0.0	2.0	0.0000000000	False
appears in a context	0.0	0.0	1.99630655586	8.0	0.4313725490	False
context and the rest	0.0	0.0	0.0	2.0	0.0000000000	False
appears in this context	0.0	0.0	0.0	2.0	0.0000000000	False
calling this grammar context	0.0	0.0	0.0	2.0	0.0000000000	False
non terminals and terminals	0.0	0.0	4.9972299169	6.0	0.0000000000	False
context that s appears	0.0	0.0	0.0	2.0	0.0000000000	False
uniform rule the production	0.0	0.0	0.0	2.0	0.0000000000	False
rule the production rule	0.0	0.0	0.0	2.0	0.0000000000	False
rule says that uniform	0.0	0.0	0.0	2.0	0.0000000000	False
uniform in the sense	0.0	0.0	0.0	2.0	0.0000000000	False
replacement ok as suppose	0.0	0.0	0.0	2.0	0.0000000000	False
terminal can be replaced	0.0	0.0	0.0	2.0	0.0000000000	False
replaced by a string	0.0	0.0	0.0	2.0	0.0000000000	False
general than a context	0.0	0.0	0.0	2.0	0.0000000000	False
context free grammar production	0.0	0.0	0.0	2.0	0.0000000000	False
consists of the empty	0.0	0.0	0.0	4.0	0.0000000000	False
worry about some simpler	0.0	0.0	0.0	2.0	0.0000000000	False
rules in its context	0.0	0.0	0.0	2.0	0.0000000000	False
languages the language generated	0.0	0.0	0.0	2.0	0.0000000000	False
generated by any grammar	0.0	0.0	0.0	2.0	0.0000000000	False
grammar is a set	0.0	0.0	0.0	2.0	0.0000000000	False
generated from the start	0.0	0.0	0.0	4.0	0.0000000000	False
located in some context	0.0	0.0	0.0	2.0	0.0000000000	False
general we would call	0.0	0.0	0.0	2.0	0.0000000000	False
call it a language	0.0	0.0	0.0	2.0	0.0000000000	False
language on the set	0.0	0.0	0.0	2.0	0.0000000000	False
symbols and a language	0.0	0.0	0.0	2.0	0.0000000000	False
