keyphrase	dispersion	Frequency Occurance Ratio	cuewords	Contiguous Occurance Ratio	tfidf	Phrase Size	localspan	cscore	keyword
shown	0.0000000000	0.0	0.0	0.0	0.00013365555002	0.0	0.0	0.0	False
independent	0.0000000000	0.0	0.0	0.0	0.000110372450624	0.0	0.0	0.0	False
running	0.0000000000	0.0384615384615	0.0	0.0	6.9975429826e-05	2	0.0	0.0	False
depend	0.0000000000	0.0	0.0	0.0	6.9975429826e-05	0.0	0.0	0.0	False
fairly	0.0000000000	0.0	0.0	0.0	8.08931005006e-05	0.0	0.0	0.0	False
generic	0.4447439353	0.0	0.0	0.0	5.97584538793e-05	0.0	0.0	0.0	False
top	0.2049689441	0.0384615384615	0.0	0.0	0.000280767453978	2	0.0	0.0	False
correspond	0.2088607595	0.0	0.0	0.0	0.00169102113851	0.0	0.0	0.0	False
push	0.0000000000	0.0	0.0	0.0	0.000787159509435	0.0	0.0	0.0	False
pop	0.0000000000	0.0384615384615	0.0	0.0	0.000302567090274	2	0.0	0.0	False
sacrificing	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
year	0.0000000000	0.0	0.0	0.0	0.000101181975207	0.0	0.0	0.0	False
give	0.4049079755	0.0	0.0	0.0	5.8263869321e-05	0.0	0.0	0.0	False
adaptor	0.2049689441	0.461538461538	0.0	1.65459807726	0.0019790469197	3	0.0	0.0	False
pattern	0.0000000000	0.5	0.0	1.85021985907	0.00035922555452	3	0.0	0.0	False
specialized	0.0000000000	0.269230769231	0.0	0.647851135859	8.08931005006e-05	2	0.0	0.0	False
applications	0.0000000000	0.0769230769231	0.0	0.0769230769231	0.000210575590483	1	0.0	0.0	False
sum	0.0000000000	0.0	0.0	0.0	0.000101181975207	0.0	0.0	0.0	False
interface	0.0000000000	0.0	0.0	0.0	0.000376925094084	0.0	0.0	0.0	False
contents	0.0000000000	0.0	0.0	0.0	0.000376913878565	0.0	0.0	0.0	False
arbitrary	0.0000000000	0.0	0.0	0.0	0.000163666826385	0.0	0.0	0.0	False
objects	0.2899824253	0.153846153846	0.0	0.153846153846	0.000463242713402	2	0.0	0.0	False
adapt	0.0000000000	0.653846153846	0.0	2.67257185774	0.000302567090274	3	0.0	0.0	False
integer	0.0000000000	0.153846153846	0.0	0.153846153846	0.000303545925622	1	0.0	0.0	False
suitably	0.0000000000	0.0	0.0	0.0	0.00023237522678	0.0	0.0	0.0	False
cast	0.0000000000	0.0	0.0	0.0	0.00041198800404	0.0	0.0	0.0	False
structures	0.4238532110	0.0	0.0	0.0	0.000458154363756	0.0	0.0	0.0	False
circularly	0.0000000000	0.0	0.0	0.0	0.00041198800404	0.0	0.0	0.0	False
simple	0.0000000000	0.0	0.0	0.0	2.06404123286e-05	0.0	0.0	0.0	False
guy	0.0000000000	0.0	0.0	0.0	0.000156427201139	0.0	0.0	0.0	False
straight	0.0000000000	0.0	0.0	0.0	0.000169368885098	0.0	0.0	0.0	False
forward	0.0000000000	0.0	0.0	0.0	0.000274039277009	0.0	0.0	0.0	False
copy	0.2855377009	0.0	0.0	0.0	0.00109499040797	0.0	0.0	0.0	False
costly	0.0000000000	0.0	0.0	0.0	0.00041198800404	0.0	0.0	0.0	False
rome	0.0000000000	0.0	0.0	0.0	0.00148428518977	0.0	0.0	0.0	False
seatle	0.0000000000	0.0	0.0	0.0	0.00098952345985	0.0	0.0	0.0	False
quickly	0.0000000000	0.0	0.0	0.0	0.000105688821157	0.0	0.0	0.0	False
vectors	0.2519083969	0.0769230769231	1	0.0384615384615	0.0022913355694	3	0.0	0.0	False
talk	0.2959641256	0.0	0.0	0.0	3.1333786714e-05	0.0	0.0	0.0	False
rank	0.0930979582	0.961538461538	0.0	3.21497736215	0.0392653956621	2	0.0	0.0	False
eleven	0.0000000000	0.0	0.0	0.0	0.00046475045356	0.0	0.0	0.0	False
thirteen	0.0000000000	0.0	0.0	0.0	0.00046475045356	0.0	0.0	0.0	False
nineteen	0.0000000000	0.0	0.0	0.0	0.00035922555452	0.0	0.0	0.0	False
fourth	0.0000000000	0.0	0.0	0.0	0.000163666826385	0.0	0.0	0.0	False
asked	0.0000000000	0.0	0.0	0.0	0.000312854402277	0.0	0.0	0.0	False
replaces	0.3775743707	0.0	0.0	0.0	0.000484195256876	0.0	0.0	0.0	False
great	0.0000000000	0.0	0.0	0.0	0.000110372450624	0.0	0.0	0.0	False
student	0.0000000000	0.0	0.0	0.0	9.68390513752e-05	0.0	0.0	0.0	False
departmental	0.2049689441	0.0	0.0	0.0	0.0019790469197	0.0	0.0	0.0	False
four	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
department	0.0000000000	0.0	0.0	0.0	0.000393579754717	0.0	0.0	0.0	False
natural	0.0000000000	0.0	0.0	0.0	7.36534752538e-05	0.0	0.0	0.0	False
shift	0.0000000000	0.0	0.0	0.0	0.000625235056219	0.0	0.0	0.0	False
loop	0.0000000000	0.0	0.0	0.0	0.000125637959522	0.0	0.0	0.0	False
finally	0.0000000000	0.0	0.0	0.0	0.000108491825239	0.0	0.0	0.0	False
stores	0.4203821656	0.0769230769231	0.0	0.0384615384615	0.000354400451268	2	0.0	0.0	False
posi	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
order	0.3267326733	0.0	0.0	0.0	0.00010862298475	0.0	0.0	0.0	False
view	0.0000000000	0.0	0.0	0.0	0.000110372450624	0.0	0.0	0.0	False
faster	0.0000000000	0.0	0.0	0.0	0.000198021026583	0.0	0.0	0.0	False
rth	0.0000000000	0.0	0.0	0.0	0.00098952345985	0.0	0.0	0.0	False
retrive	0.0000000000	0.0	0.0	0.0	0.00041198800404	0.0	0.0	0.0	False
theelements	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
chart	0.0000000000	0.0	0.0	0.0	0.000363568478352	0.0	0.0	0.0	False
shows	0.3473684211	0.0	0.0	0.0	0.000100935798265	0.0	0.0	0.0	False
complexity	0.0000000000	0.0384615384615	0.0	0.0	0.000101181975207	2	0.0	0.0	False
issues	0.0000000000	0.0	0.0	0.0	0.000101181975207	0.0	0.0	0.0	False
find	0.3775743707	0.0	0.0	0.0	8.88733511591e-05	0.0	0.0	0.0	False
seventeen	0.0000000000	0.0	0.0	0.0	0.00052477300629	0.0	0.0	0.0	False
java	0.0000000000	0.0384615384615	0.0	0.0	0.00046475045356	3	0.0	0.0	False
existence	0.0000000000	0.0	0.0	0.0	0.000202363950415	0.0	0.0	0.0	False
shortly	0.0000000000	0.0	0.0	0.0	0.000280794752468	0.0	0.0	0.0	False
field	0.2959641256	0.0	0.0	0.0	0.000753850188168	0.0	0.0	0.0	False
intimated	0.0000000000	0.0	0.0	0.0	0.000329214278155	0.0	0.0	0.0	False
slides	0.0000000000	0.0	0.0	0.0	9.68390513752e-05	0.0	0.0	0.0	False
web	0.0000000000	0.0	0.0	0.0	0.00024644055227	0.0	0.0	0.0	False
rid	0.0000000000	0.0	0.0	0.0	0.000280794752468	0.0	0.0	0.0	False
write	0.0000000000	0.0	0.0	0.0	1.84082493226e-05	0.0	0.0	0.0	False
march	0.0000000000	0.0	0.0	0.0	0.000363568478352	0.0	0.0	0.0	False
counter	0.0000000000	0.0	0.0	0.0	0.000208411685406	0.0	0.0	0.0	False
small	0.0000000000	0.0	0.0	0.0	5.04678991324e-05	0.0	0.0	0.0	False
improvement	0.0000000000	0.0	0.0	0.0	0.00029920300179	0.0	0.0	0.0	False
hundred	0.0000000000	0.0	0.0	0.0	9.26485426803e-05	0.0	0.0	0.0	False
staring	0.0000000000	0.0	0.0	0.0	0.000302567090274	0.0	0.0	0.0	False
form	0.0000000000	0.0	0.0	0.0	2.29150952723e-05	0.0	0.0	0.0	False
usen	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
based	0.0000000000	0.0	0.0	0.0	0.000210575590483	0.0	0.0	0.0	False
efficient	0.0000000000	0.0	0.0	0.0	0.000202363950415	0.0	0.0	0.0	False
provide	0.0000000000	0.0	0.0	0.0	0.000105688821157	0.0	0.0	0.0	False
mention	0.0000000000	0.0	0.0	0.0	9.68390513752e-05	0.0	0.0	0.0	False
sense	0.0000000000	0.0	0.0	0.0	6.9975429826e-05	0.0	0.0	0.0	False
stuff	0.0000000000	0.0	0.0	0.0	0.00017961277726	0.0	0.0	0.0	False
hide	0.0000000000	0.0	0.0	0.0	0.00082397600808	0.0	0.0	0.0	False
information	0.0000000000	0.0	0.0	0.0	8.46844425491e-05	0.0	0.0	0.0	False
knowing	0.4680851064	0.0	0.0	0.0	0.00023237522678	0.0	0.0	0.0	False
actual	0.0000000000	0.0	0.0	0.0	9.68390513752e-05	0.0	0.0	0.0	False
intuitively	0.0000000000	0.0	0.0	0.0	0.000163666826385	0.0	0.0	0.0	False
captures	0.0000000000	0.0	0.0	0.0	0.000163666826385	0.0	0.0	0.0	False
situated	0.0000000000	0.0	0.0	0.0	0.000115247300698	0.0	0.0	0.0	False
details	0.0000000000	0.0	0.0	0.0	5.12971888807e-05	0.0	0.0	0.0	False
related	0.0000000000	0.0	0.0	0.0	7.01918634944e-05	0.0	0.0	0.0	False
node50.53	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
post	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
ition	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
datatype	0.2408759124	0.0	0.0	0.0	0.00247192802424	0.0	0.0	0.0	False
ruight	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
abtstract	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
meythods	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
havce	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
query	0.0000000000	0.0	0.0	0.0	0.000280794752468	0.0	0.0	0.0	False
hacve	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
whoich	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
positionoif	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
excessive	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
dfirst	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
lsat	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
geive	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
postion	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
swap	0.0000000000	0.0	0.0	0.0	0.000561589504935	0.0	0.0	0.0	False
elemts	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
key	0.0000000000	0.0	0.0	0.0	7.72184338339e-05	0.0	0.0	0.0	False
elemtsn	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
wswaps	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
elemtn	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
uinsert	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
onya	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
luist	0.0000000000	0.0	0.0	0.0	0.00098952345985	0.0	0.0	0.0	False
datastructure	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
caprture	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
yuou	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
asbstract	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
linear	0.0000000000	0.0	0.0	0.0	0.000125637959522	0.0	0.0	0.0	False
combines	0.0000000000	0.0	0.0	0.0	7.36534752538e-05	0.0	0.0	0.0	False
inherits	0.0000000000	0.0	0.0	0.0	0.00123596401212	0.0	0.0	0.0	False
multiple	0.0000000000	0.0	0.0	0.0	7.36534752538e-05	0.0	0.0	0.0	False
dat	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
additional	0.0000000000	0.0	0.0	0.0	6.35558650283e-05	0.0	0.0	0.0	False
suite	0.0000000000	0.0	0.0	0.0	0.000302567090274	0.0	0.0	0.0	False
identify	0.0000000000	0.0	0.0	0.0	0.000137019638505	0.0	0.0	0.0	False
determine	0.0000000000	0.0	0.0	0.0	9.68390513752e-05	0.0	0.0	0.0	False
gave	0.0000000000	0.0	0.0	0.0	0.000198021026583	0.0	0.0	0.0	False
newyork	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
cross	0.0000000000	0.0	0.0	0.0	0.000137019638505	0.0	0.0	0.0	False
leave	0.0000000000	0.0	0.0	0.0	8.8600112817e-05	0.0	0.0	0.0	False
exercise	0.0000000000	0.0	0.0	0.0	0.000171373838702	0.0	0.0	0.0	False
comparison	0.0000000000	0.0	0.0	0.0	0.000143144942348	0.0	0.0	0.0	False
picture	0.0000000000	0.0	0.0	0.0	7.72184338339e-05	0.0	0.0	0.0	False
previously	0.0000000000	0.0	0.0	0.0	0.000156427201139	0.0	0.0	0.0	False
ceratin	0.0000000000	0.0	0.0	0.0	0.00098952345985	0.0	0.0	0.0	False
zap	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
context	0.0000000000	0.0	0.0	0.0	0.00017961277726	0.0	0.0	0.0	False
figure	0.0000000000	0.0	0.0	0.0	0.000265800338451	0.0	0.0	0.0	False
learnt	0.0000000000	0.0	0.0	0.0	0.000659380093168	0.0	0.0	0.0	False
ise	0.0000000000	0.0	0.0	0.0	0.000494761729925	0.0	0.0	0.0	False
concretization	0.0000000000	0.0	0.0	0.0	0.000208411685406	0.0	0.0	0.0	False
differs from a stack	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
queue differs	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
routines follows the first	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
removal routines	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
first out	0.0	0.0384615384615	0.0	0.0	0.00145427391341	1	0.0	0.0	False
routines	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
fifo principle	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
fifo	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
elements may be insertedat	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
insertedat	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
longest may be removed	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
longest	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
removed	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
inserted at the rear	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
elements are inserted	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
rear enqueued	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
enqueued	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	True
front queue rear	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
front queue	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
queue rear	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
queue supports three fundamental	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
supports three fundamental	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
queue supports	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
fundamental	0.0	0.0769230769231	0.0	0.0384615384615	0.0	2	0.0	0.0	False
methods	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
creates an empty queue	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
creates an empty	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
creates	0.0	0.115384615385	0.0	0.0609600961816	0.0	2	0.0	0.0	False
inserts object	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
removes the object	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
front of the queue;	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
queue; an error occurs	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
occurs if the queue	0.0	0.0769230769231	0.0	0.0769230769231	0.0	1	0.0	0.0	False
queue; an error	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
error occurs	0.0	0.307692307692	0.0	0.346153846154	0.0	2	0.0	0.0	False
queue;	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
error	0.0	0.384615384615	0.0	0.511065860752	0.0	2	0.0	0.0	False
occurs	0.0	0.307692307692	0.0	0.346153846154	0.0	2	0.0	0.0	False
returns	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
remove the front elements	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
front elements an error	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
elements an error occurs	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
remove the front	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
elements an error	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
front elements	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	True
remove	0.0	0.230769230769	0.0	0.298264903929	0.0	2	0.0	0.0	False
defined	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
queue using an array	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
array in a circular	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
queue consists	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
element array	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
consists	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
teo integer variables	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
teo integer	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
integer variables	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
teo	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
variables	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
index of the frony	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
frony element head	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
frony element	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
frony	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
dequeue	0.0	0.230769230769	0.0	0.497108173216	0.0	2	0.0	0.0	True
index of the element	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
element after the rear	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
rear one tail	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
enqueue	0.0	0.5	0.0	1.70789525453	0.0	1	0.0	0.0	True
"wrapped around" configuration	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
"wrapped around"	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
around" configuration	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
"wrapped	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
around"	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
configuration	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
pseudo code	0.0	0.0384615384615	0.0	0.0	0.000605134180549	2	0.0	0.0	False
algorithm size algorithm dequeue	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
algorithm size algorithm	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
size algorithm dequeue	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
algorithm size	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
size algorithm	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
algorithm dequeue	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
algorithm	0.0	0.269230769231	0.0	0.53987594655	0.0	1	0.0	0.0	False
mod n if isempty	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
isempty	0.0	0.230769230769	0.0	0.298264903929	0.0	2	0.0	0.0	False
algorithm isempty return queueemptyexception	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
algorithm isempty return	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
isempty return queueemptyexception	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
algorithm isempty	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
isempty return	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
return queueemptyexception	0.0	0.0769230769231	0.0	0.0769230769231	0.0	1	0.0	0.0	False
queueemptyexception	0.0	0.0769230769231	0.0	0.0769230769231	0.0	1	0.0	0.0	False
algorithm front	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
return queueemptyexception algorithm	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
queueemptyexception algorithm	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
return queuefullexception	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
queuefullexception	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
implementing queue with linked	0.0	0.0384615384615	0.0	0.0	0.0	3	0.0	0.0	False
queue with linked list	0.0	0.0384615384615	0.0	0.0	0.0	3	0.0	0.0	False
queue with linked	0.0	0.0384615384615	0.0	0.0	0.0	3	0.0	0.0	False
implementing queue	0.0	0.0384615384615	0.0	0.0	0.0	3	0.0	0.0	False
nodes data pointer connected	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
connected in a chain	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
nodes data pointer	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
data pointer connected	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
nodes data	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
data pointer	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
pointer connected	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
chain	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
head of the list	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
list is the front	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
list is the rear	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
dequeue advance head reference	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
dequeue advance head	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
advance head reference	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
dequeue advance	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
advance head	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
head reference	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
advance	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
inserting at the head	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
double ended queue	0.0	0.0769230769231	0.0	0.0769230769231	0.0	1	0.0	0.0	True
double ended	0.0	0.0769230769231	0.0	0.0769230769231	0.0	1	0.0	0.0	False
double	0.0	0.0769230769231	0.0	0.0769230769231	0.0	3	0.0	0.0	False
ended queue or deque	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
queue or deque supports	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
queue or deque	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
deque supports	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
deque	0.0	0.384615384615	0.0	0.766598791128	0.0	3	0.0	0.0	False
deletion from the front	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
front and back	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
back	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
deque supports six fundamental	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
supports six fundamental methods	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
supports six fundamental	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
fundamental methods	0.0	0.0769230769231	0.0	0.0384615384615	0.0	2	0.0	0.0	False
beginning of deque	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
inserts e at end	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
removes the last element	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
removes the last	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
first and the last	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
returns the first	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
doubly linked	0.0	0.230769230769	0.0	0.497108173216	0.0188009457371	3	0.0	0.0	False
deletions at the tail	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
tail of the singly	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
singly linked	0.0	0.0384615384615	0.0	0.0	0.0059371407591	2	0.0	0.0	False
implement a deque	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
node of a doubly	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
prev	0.0	0.307692307692	0.0	0.576923076923	0.0	2	0.0	0.0	False
methods of the deque	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
deque have a constant	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
implementing a doubly linked	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
linked lists we add	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
implementing a doubly	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
lists we add	0.0	0.0384615384615	0.0	0.0	0.0	1	0.0	0.0	False
nodes at the end	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
end of the lists	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
two special nodes	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
two special	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
special nodes	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
first list element	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
header node	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
first list	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
list element	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
link but a null	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
valid next link	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
null prev link	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
null prev	0.0	0.0384615384615	0.0	0.0	0.0	2	0.0	0.0	False
